CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
2408,Male,31,22,21
2409,Male,22,26,28
2410,Female,26,32,99
2411,Male,49,49,24
2412,Female,66,25,24
2413,Male,58,15,32
2414,Female,20,30,19
2415,Male,50,77,50
2416,Male,29,27,78
2417,Male,30,51,34
2418,Male,32,111,14
2419,Female,48,59,57
2420,Male,52,69,48
2421,Male,37,35,76
2422,Female,37,117,38
2423,Male,45,46,43
2424,Male,46,54,46
2425,Female,55,95,52
2426,Female,20,55,40
2427,Male,39,61,35
2428,Male,23,53,2
2429,Female,38,53,35
2430,Male,35,70,68
2431,Female,38,75,72
2432,Male,27,43,38
2433,Female,18,40,83
2434,Male,18,44,49
2435,Female,37,23,15
2436,Male,32,18,7
2437,Female,29,68,81
2438,Male,57,85,40
2439,Male,26,83,18
2440,Female,58,15,1
2441,Female,61,54,39
2442,Female,18,31,60
2443,Male,40,64,32
2444,Female,33,49,23
2445,Male,18,76,36
2446,Female,18,60,82
2447,Female,49,15,14
2448,Male,67,35,33
2449,Female,51,60,81
2450,Female,43,62,62
2451,Male,38,23,54
2452,Female,62,20,33
2453,Male,68,62,50
2454,Female,30,23,36
2455,Male,18,16,28
2456,Male,18,48,22
2457,Male,57,47,70
2458,Female,38,37,48
2459,Female,41,42,58
2460,Female,18,60,54
2461,Male,28,41,61
2462,Male,34,62,43
2463,Female,41,50,37
2464,Female,33,64,29
2465,Male,24,83,13
2466,Male,27,82,21
2467,Female,55,94,40
2468,Male,42,82,8
2469,Female,47,66,14
2470,Female,26,49,77
2471,Female,18,50,55
2472,Female,31,37,38
2473,Male,26,60,99
2474,Female,43,78,7
2475,Female,70,41,75
2476,Male,48,59,47
2477,Female,70,42,70
2478,Male,46,66,53
2479,Female,30,46,1
2480,Male,43,41,52
2481,Female,63,42,58
2482,Male,64,73,1
2483,Male,30,58,99
2484,Female,42,49,58
2485,Female,18,67,67
2486,Male,50,49,20
2487,Male,60,90,68
2488,Male,39,34,78
2489,Female,29,55,56
2490,Female,43,23,49
2491,Female,44,51,27
2492,Female,39,16,44
2493,Female,41,80,36
2494,Male,36,80,64
2495,Male,52,81,28
2496,Female,49,61,64
2497,Female,25,37,28
2498,Female,24,39,43
2499,Female,35,100,66
2500,Female,49,98,32
2501,Female,40,63,66
2502,Male,29,47,64
2503,Male,42,96,43
2504,Female,34,42,80
2505,Female,51,66,52
2506,Male,43,96,78
2507,Male,34,38,96
2508,Male,42,82,43
2509,Male,57,74,66
2510,Female,30,59,33
2511,Male,44,34,23
2512,Female,37,41,45
2513,Male,44,68,15
2514,Female,29,23,25
2515,Male,40,63,65
2516,Female,54,74,36
2517,Female,25,86,68
2518,Female,20,23,57
2519,Male,20,95,98
2520,Male,22,105,63
2521,Male,47,71,78
2522,Male,19,33,60
2523,Female,34,51,58
2524,Female,47,59,80
2525,Female,44,67,67
2526,Female,33,61,55
2527,Male,41,67,55
2528,Male,40,58,64
2529,Male,35,67,32
2530,Female,35,48,31
2531,Female,70,51,87
2532,Male,50,45,98
2533,Male,70,110,26
2534,Female,31,99,32
2535,Female,37,75,79
2536,Female,20,95,63
2537,Male,27,81,67
2538,Male,65,65,73
2539,Female,31,21,43
2540,Female,65,53,58
2541,Male,21,51,56
2542,Female,24,30,28
2543,Female,34,21,58
2544,Male,37,73,82
2545,Male,51,69,41
2546,Male,45,29,54
2547,Male,33,40,55
2548,Female,36,91,42
2549,Male,34,37,67
2550,Female,26,65,32
2551,Female,26,55,84
2552,Male,53,73,66
2553,Male,18,38,26
2554,Female,61,62,94
2555,Female,34,64,54
2556,Female,28,66,31
2557,Male,49,62,78
2558,Male,59,69,62
2559,Female,54,118,4
2560,Female,45,127,36
2561,Male,54,43,57
2562,Female,18,15,1
2563,Male,31,76,52
2564,Female,26,65,54
2565,Female,55,88,19
2566,Male,33,68,57
2567,Female,50,62,50
2568,Male,46,90,19
2569,Male,26,93,73
2570,Male,30,24,71
2571,Male,56,39,42
2572,Male,28,57,45
2573,Female,40,63,68
2574,Female,27,54,45
2575,Male,34,71,1
2576,Female,38,86,62
2577,Female,27,105,29
2578,Female,25,75,40
2579,Female,42,38,87
2580,Male,27,56,46
2581,Male,27,58,50
2582,Female,25,74,63
2583,Male,37,70,63
2584,Male,52,114,26
2585,Male,59,48,48
2586,Male,28,70,51
2587,Male,68,122,57
2588,Male,24,45,57
2589,Male,53,64,99
2590,Female,28,35,19
2591,Female,26,62,75
2592,Male,28,40,80
2593,Male,38,88,62
2594,Male,46,64,33
2595,Male,48,35,93
2596,Male,25,82,1
2597,Male,25,65,32
2598,Female,26,85,80
2599,Female,37,30,40
2600,Male,35,70,91
2601,Male,25,80,11
2602,Female,42,49,21
2603,Female,70,27,36
2604,Female,31,59,60
2605,Female,32,92,44
2606,Male,46,90,37
2607,Male,31,49,86
2608,Female,48,26,89
2609,Male,28,49,39
2610,Female,64,48,6
2611,Female,43,72,1
2612,Female,30,57,56
2613,Male,30,40,67
2614,Female,31,89,51
2615,Male,58,64,48
2616,Male,21,71,29
2617,Male,29,15,67
2618,Female,31,15,93
2619,Female,38,22,1
2620,Male,35,47,48
2621,Male,18,75,25
2622,Female,33,15,11
2623,Female,37,102,21
2624,Female,30,65,60
2625,Female,48,96,60
2626,Male,51,37,87
2627,Female,37,73,50
2628,Male,42,62,4
2629,Female,18,82,44
2630,Female,32,54,14
2631,Male,52,72,19
2632,Male,32,89,65
2633,Female,28,43,55
2634,Male,70,66,65
2635,Male,64,15,40
2636,Female,45,79,70
2637,Male,54,111,39
2638,Female,18,27,79
2639,Male,27,58,59
2640,Female,32,83,44
2641,Male,35,61,55
2642,Male,32,64,49
2643,Female,18,50,91
2644,Female,44,49,56
2645,Male,46,58,50
2646,Male,61,61,44
2647,Female,27,29,71
2648,Female,26,58,68
2649,Female,18,101,43
2650,Female,34,49,20
2651,Female,51,28,26
2652,Male,30,56,45
2653,Male,68,41,85
2654,Female,35,25,43
2655,Male,40,64,34
2656,Male,19,41,4
2657,Male,42,44,89
2658,Male,18,64,64
2659,Male,48,20,70
2660,Male,48,15,75
2661,Female,57,78,45
2662,Male,24,15,52
2663,Male,41,34,88
2664,Male,46,15,54
2665,Female,45,47,65
2666,Male,26,71,72
2667,Female,18,63,66
2668,Female,43,123,46
2669,Male,36,89,49
2670,Male,30,36,70
2671,Male,49,29,70
2672,Female,38,131,80
2673,Female,20,88,64
2674,Female,18,76,65
2675,Male,23,62,38
2676,Female,70,67,35
2677,Male,48,21,70
2678,Male,41,64,35
2679,Female,36,62,49
2680,Female,35,36,85
2681,Male,55,46,81
2682,Male,31,100,57
2683,Male,46,57,42
2684,Male,33,114,47
2685,Male,65,15,72
2686,Female,49,46,49
2687,Female,56,19,35
2688,Female,30,28,81
2689,Female,53,38,54
2690,Female,34,68,35
2691,Female,40,67,62
2692,Female,61,42,75
2693,Male,24,15,24
2694,Female,41,99,45
2695,Female,44,53,43
2696,Female,46,31,61
2697,Female,32,67,66
2698,Male,67,65,35
2699,Female,20,52,11
2700,Male,59,64,76
2701,Female,55,30,21
2702,Male,65,80,57
2703,Male,18,34,46
2704,Male,26,44,54
2705,Female,59,77,92
2706,Male,18,92,99
2707,Female,18,102,8
2708,Male,32,88,75
2709,Female,41,52,46
2710,Female,61,20,77
2711,Male,36,97,74
2712,Male,30,96,86
2713,Female,43,42,57
2714,Female,45,84,27
2715,Female,45,51,74
2716,Male,36,99,53
2717,Male,18,47,44
2718,Female,26,112,37
2719,Male,58,81,76
2720,Male,41,107,91
2721,Male,34,48,19
2722,Female,54,71,66
2723,Female,23,35,40
2724,Male,35,82,12
2725,Male,40,84,54
2726,Male,32,123,28
2727,Male,40,73,9
2728,Male,36,79,30
2729,Female,19,48,23
2730,Male,41,74,33
2731,Male,20,50,15
2732,Female,41,63,39
2733,Male,58,65,31
2734,Female,34,51,59
2735,Male,22,62,65
2736,Male,37,50,56
2737,Female,27,50,44
2738,Female,47,88,43
2739,Male,36,65,28
2740,Female,62,69,29
2741,Female,55,22,68
2742,Male,36,71,4
2743,Female,48,74,48
2744,Female,33,50,41
2745,Male,39,115,65
2746,Female,33,15,13
2747,Female,49,81,50
2748,Female,58,79,59
2749,Male,50,74,1
2750,Male,51,65,22
2751,Female,51,75,47
2752,Male,46,83,63
2753,Male,22,41,54
2754,Male,62,68,64
2755,Male,64,55,22
2756,Female,35,31,9
2757,Male,33,79,52
2758,Female,47,45,18
2759,Male,46,21,27
2760,Female,36,46,74
2761,Male,21,39,55
2762,Female,43,87,35
2763,Female,46,64,32
2764,Male,48,96,66
2765,Female,43,43,55
2766,Male,35,83,18
2767,Female,52,135,1
2768,Female,39,69,98
2769,Female,32,83,18
2770,Female,36,78,63
2771,Male,18,23,89
2772,Male,36,75,54
2773,Male,48,68,34
2774,Female,43,53,13
2775,Female,60,37,13
2776,Male,35,78,59
2777,Female,45,35,87
2778,Male,49,116,39
2779,Male,70,63,35
2780,Female,40,28,68
2781,Male,24,47,32
2782,Female,50,53,57
2783,Male,64,123,51
2784,Female,34,37,39
2785,Male,50,57,49
2786,Male,56,46,95
2787,Female,53,73,65
2788,Female,40,46,78
2789,Male,29,30,26
2790,Male,37,55,78
2791,Female,45,52,66
2792,Male,51,45,11
2793,Female,43,46,64
2794,Female,33,91,36
2795,Male,46,52,10
2796,Male,50,30,53
2797,Female,44,48,64
2798,Male,27,61,54
2799,Female,36,25,47
2800,Male,52,103,41
2801,Female,19,83,99
2802,Male,18,98,19
2803,Female,59,70,72
2804,Male,45,15,50
2805,Male,47,100,28
2806,Female,23,37,48
2807,Male,49,40,14
2808,Male,42,64,34
2809,Male,18,96,48
2810,Male,58,88,10
2811,Female,41,84,63
2812,Female,33,52,25
2813,Male,33,51,12
2814,Female,18,69,22
2815,Female,47,57,99
2816,Female,42,83,1
2817,Male,36,82,61
2818,Female,56,76,30
2819,Female,19,15,41
2820,Male,30,63,65
2821,Male,26,57,64
2822,Male,34,64,32
2823,Female,39,40,15
2824,Male,44,25,66
2825,Female,34,72,64
2826,Male,26,51,42
2827,Female,62,75,61
2828,Female,70,42,38
2829,Female,40,97,28
2830,Female,28,86,50
2831,Female,59,68,63
2832,Male,18,54,58
2833,Female,34,82,63
2834,Male,29,70,30
2835,Female,22,66,91
2836,Male,34,87,41
2837,Female,26,98,47
2838,Female,39,27,16
2839,Male,39,32,45
2840,Male,30,40,63
2841,Female,33,21,69
2842,Male,35,58,90
2843,Male,50,76,63
2844,Male,36,59,57
2845,Female,50,46,38
2846,Female,47,90,33
2847,Female,46,64,75
2848,Female,58,69,74
2849,Male,23,90,22
2850,Female,32,57,68
2851,Male,63,114,66
2852,Male,35,48,21
2853,Male,18,113,64
2854,Female,36,34,23
2855,Female,40,74,1
2856,Male,18,43,46
2857,Female,57,89,56
2858,Male,28,47,47
2859,Male,43,68,99
2860,Male,35,43,59
2861,Female,20,85,53
2862,Female,23,43,61
2863,Male,25,104,38
2864,Female,54,34,74
2865,Male,36,25,59
2866,Female,31,85,58
2867,Female,25,45,34
2868,Male,55,60,9
2869,Female,59,52,37
2870,Female,55,26,57
2871,Male,45,58,38
2872,Female,42,93,57
2873,Male,21,86,44
2874,Male,35,66,61
2875,Male,29,89,24
2876,Male,18,32,55
2877,Female,53,52,33
2878,Female,29,70,10
2879,Female,55,57,45
2880,Male,51,54,89
2881,Male,46,29,12
2882,Male,47,15,53
2883,Female,30,82,70
2884,Female,64,66,99
2885,Female,39,84,37
2886,Male,43,49,33
2887,Female,29,41,20
2888,Female,25,60,79
2889,Male,45,82,27
2890,Female,41,54,40
2891,Male,27,81,2
2892,Male,18,34,73
2893,Male,21,56,80
2894,Male,55,58,72
2895,Male,30,92,8
2896,Male,34,66,65
2897,Male,59,106,7
2898,Female,23,25,51
2899,Female,28,63,55
2900,Female,28,65,58
2901,Male,61,76,64
2902,Male,66,39,49
2903,Male,49,104,1
2904,Male,49,60,64
2905,Female,30,32,52
2906,Female,66,60,26
2907,Female,42,52,9
2908,Female,50,133,89
2909,Male,37,88,81
2910,Male,35,61,68
2911,Female,62,57,32
2912,Male,46,85,1
2913,Male,59,86,69
2914,Male,42,15,59
2915,Male,26,77,40
2916,Male,30,61,79
2917,Female,40,26,72
2918,Female,30,83,54
2919,Male,23,119,51
2920,Male,55,75,51
2921,Female,31,89,67
2922,Male,40,107,28
2923,Male,42,38,61
2924,Male,30,15,26
2925,Male,59,77,84
2926,Female,23,54,63
2927,Female,42,24,32
2928,Male,42,58,52
2929,Male,38,79,28
2930,Male,20,56,89
2931,Male,51,39,92
2932,Female,49,54,68
2933,Female,29,60,90
2934,Female,48,15,54
2935,Female,44,56,69
2936,Female,20,25,81
2937,Female,26,77,50
2938,Male,54,19,52
2939,Male,43,87,74
2940,Female,30,49,66
2941,Male,26,46,30
2942,Female,31,68,1
2943,Female,32,37,45
2944,Female,27,67,1
2945,Male,18,41,24
2946,Female,54,45,27
2947,Male,52,71,35
2948,Female,21,30,71
2949,Male,40,27,76
2950,Female,26,67,63
2951,Female,35,59,66
2952,Male,34,64,67
2953,Male,32,69,1
2954,Female,66,62,50
2955,Male,32,76,3
2956,Female,27,63,63
2957,Male,28,15,1
2958,Female,53,15,45
2959,Female,18,111,64
2960,Male,28,60,21
2961,Male,59,85,75
2962,Female,42,51,63
2963,Male,41,59,60
2964,Male,68,48,68
2965,Female,42,125,40
2966,Male,28,67,54
2967,Male,34,46,50
2968,Female,22,17,49
2969,Male,56,112,32
2970,Male,46,56,18
2971,Male,54,80,41
2972,Female,55,83,40
2973,Female,33,48,31
2974,Female,25,78,72
2975,Male,38,44,19
2976,Male,26,34,45
2977,Male,41,91,80
2978,Male,54,56,73
2979,Female,36,74,81
2980,Male,40,71,34
2981,Male,37,77,70
2982,Male,50,19,22
2983,Female,29,45,43
2984,Female,18,52,45
2985,Female,45,38,35
2986,Female,52,71,40
2987,Male,45,91,37
2988,Male,29,95,24
2989,Male,22,51,72
2990,Female,45,68,45
2991,Female,40,72,55
2992,Female,37,76,54
2993,Female,64,37,51
2994,Female,25,108,52
2995,Female,63,84,42
2996,Female,39,85,86
2997,Female,18,92,69
2998,Male,36,74,50
2999,Female,52,33,38
3000,Female,33,56,47
3001,Male,18,17,60
3002,Female,36,71,88
3003,Female,26,56,14
3004,Male,45,59,67
3005,Female,49,92,79
3006,Male,24,48,11
3007,Female,28,53,45
3008,Female,49,61,22
3009,Male,26,15,61
3010,Male,23,53,40
3011,Female,22,15,46
3012,Male,43,45,39
3013,Male,43,83,68
3014,Female,29,72,56
3015,Male,38,44,56
3016,Male,60,61,54
3017,Female,25,32,64
3018,Female,18,60,43
3019,Female,45,137,94
3020,Female,37,109,18
3021,Male,28,61,5
3022,Male,47,64,3
3023,Male,50,34,1
3024,Female,18,39,67
3025,Female,29,70,64
3026,Female,70,46,81
3027,Female,46,84,22
3028,Female,48,101,69
3029,Male,55,69,51
3030,Male,39,63,54
3031,Male,49,16,66
3032,Male,48,80,30
3033,Female,46,30,99
3034,Male,34,49,84
3035,Female,41,85,36
3036,Female,30,87,22
3037,Male,39,48,47
3038,Male,22,49,54
3039,Male,27,42,77
3040,Male,34,29,20
3041,Female,25,43,57
3042,Male,31,18,10
3043,Female,36,78,61
3044,Female,44,70,47
3045,Female,52,75,99
3046,Female,32,35,10
3047,Male,57,29,85
3048,Male,51,61,6
3049,Male,45,62,15
3050,Male,40,56,6
3051,Female,43,52,56
3052,Female,55,105,19
3053,Male,55,71,15
3054,Male,57,112,55
3055,Male,39,93,61
3056,Female,46,105,51
3057,Female,57,32,46
3058,Female,30,76,97
3059,Female,34,49,53
3060,Male,39,16,71
3061,Male,51,99,53
3062,Male,51,52,21
3063,Male,35,32,64
3064,Female,18,49,33
3065,Female,42,39,47
3066,Female,26,42,58
3067,Male,18,54,1
3068,Male,21,106,8
3069,Male,43,43,73
3070,Female,57,104,33
3071,Female,39,82,34
3072,Male,41,70,54
3073,Female,55,80,40
3074,Female,18,60,60
3075,Male,46,94,48
3076,Female,38,75,55
3077,Male,46,16,32
3078,Female,32,68,55
3079,Female,27,81,78
3080,Female,40,52,35
3081,Male,61,63,73
3082,Male,50,44,48
3083,Male,31,24,69
3084,Male,20,19,53
3085,Female,18,20,49
3086,Female,57,78,59
3087,Male,25,15,81
3088,Male,34,43,56
3089,Male,57,40,62
3090,Male,18,53,40
3091,Male,59,15,90
3092,Male,35,71,66
3093,Female,22,27,52
3094,Male,35,90,47
3095,Female,28,44,75
3096,Female,45,58,34
3097,Male,29,60,4
3098,Female,18,66,52
3099,Female,35,61,80
3100,Female,19,49,91
3101,Male,41,69,47
3102,Male,22,72,51
3103,Female,32,40,63
3104,Female,41,71,43
3105,Male,35,91,63
3106,Male,42,79,47
3107,Male,48,85,76
3108,Male,22,65,68
3109,Female,37,35,71
3110,Male,18,39,44
3111,Male,42,68,99
3112,Female,34,85,62
3113,Male,25,133,56
3114,Female,43,86,30
3115,Female,55,29,47
3116,Male,32,40,53
3117,Female,25,120,29
3118,Female,41,54,42
3119,Male,20,61,45
3120,Male,29,35,51
3121,Female,55,101,4
3122,Female,39,73,46
3123,Female,18,40,40
3124,Male,18,34,49
3125,Female,41,68,76
3126,Male,50,61,99
3127,Female,18,82,67
3128,Female,45,74,18
3129,Female,57,53,41
3130,Female,65,46,65
3131,Female,43,56,62
3132,Female,45,46,75
3133,Male,18,57,47
3134,Female,68,60,40
3135,Female,30,36,95
3136,Male,25,77,51
3137,Male,35,50,23
3138,Male,59,38,88
3139,Female,69,51,11
3140,Female,40,66,1
3141,Male,52,62,70
3142,Female,39,71,73
3143,Male,24,84,60
3144,Female,59,94,16
3145,Male,30,68,48
3146,Male,60,32,43
3147,Male,56,53,36
3148,Male,47,34,86
3149,Female,64,105,23
3150,Female,70,112,58
3151,Male,36,77,81
3152,Male,27,83,60
3153,Male,18,67,82
3154,Female,70,70,64
3155,Female,32,18,61
3156,Male,54,58,59
3157,Female,28,37,66
3158,Male,60,67,40
3159,Female,29,58,16
3160,Female,22,111,74
3161,Female,35,84,80
3162,Female,31,68,56
3163,Female,47,53,36
3164,Female,38,104,9
3165,Female,47,59,52
3166,Male,34,69,15
3167,Male,29,61,11
3168,Male,30,49,49
3169,Female,67,61,30
3170,Male,41,15,59
3171,Male,18,19,46
3172,Male,31,69,34
3173,Male,40,101,6
3174,Female,64,69,28
3175,Female,53,41,29
3176,Female,25,22,18
3177,Female,70,81,41
3178,Female,38,45,20
3179,Male,56,77,45
3180,Male,22,70,56
3181,Female,18,73,28
3182,Male,19,61,61
3183,Male,18,70,15
3184,Female,68,57,21
3185,Male,41,43,47
3186,Male,25,35,67
3187,Male,45,15,72
3188,Male,41,55,91
3189,Male,47,100,40
3190,Male,55,79,46
3191,Female,34,66,23
3192,Female,26,41,17
3193,Male,50,86,56
3194,Female,50,57,30
3195,Male,40,101,82
3196,Male,69,34,12
3197,Male,32,40,62
3198,Female,26,38,24
3199,Male,44,21,29
3200,Female,29,35,64
3201,Female,45,63,32
3202,Female,27,41,36
3203,Female,33,15,29
3204,Female,65,88,96
3205,Male,33,16,34
3206,Male,27,76,51
3207,Female,55,61,44
3208,Female,24,116,55
3209,Male,29,86,34
3210,Male,46,47,45
3211,Male,51,42,60
3212,Male,55,100,27
3213,Male,28,21,78
3214,Female,47,65,80
3215,Female,32,57,65
3216,Male,30,51,52
3217,Female,55,69,1
3218,Female,31,65,61
3219,Male,42,72,40
3220,Male,41,64,43
3221,Female,23,71,1
3222,Female,52,63,62
3223,Male,46,43,12
3224,Female,18,60,53
3225,Male,42,41,73
3226,Male,28,40,38
3227,Male,54,51,81
3228,Male,18,57,30
3229,Female,33,61,65
3230,Female,43,84,16
3231,Male,39,47,76
3232,Female,49,65,72
3233,Female,18,63,62
3234,Male,61,44,40
3235,Female,46,62,13
3236,Male,57,86,40
3237,Female,51,65,78
3238,Male,38,66,53
3239,Female,20,42,10
3240,Male,30,112,21
3241,Female,61,43,82
3242,Female,58,16,62
3243,Male,30,83,18
3244,Male,18,57,4
3245,Male,35,52,34
3246,Female,34,46,2
3247,Male,35,109,46
3248,Female,46,69,99
3249,Male,51,74,8
3250,Male,52,64,45
3251,Male,45,67,84
3252,Male,18,97,69
3253,Female,34,53,46
3254,Female,70,22,46
3255,Male,44,83,20
3256,Female,43,73,43
3257,Male,43,63,56
3258,Female,44,72,78
3259,Male,18,50,34
3260,Female,35,61,45
3261,Female,38,57,25
3262,Male,56,45,56
3263,Female,39,91,70
3264,Male,18,23,66
3265,Male,44,122,19
3266,Male,27,83,53
3267,Male,21,15,32
3268,Male,27,54,76
3269,Male,46,56,46
3270,Male,56,70,10
3271,Male,45,34,44
3272,Female,47,61,62
3273,Female,45,57,56
3274,Male,40,41,36
3275,Male,48,37,35
3276,Male,18,84,24
3277,Female,40,15,40
3278,Female,24,73,28
3279,Male,55,81,75
3280,Male,36,54,26
3281,Male,39,61,53
3282,Male,18,91,51
3283,Female,53,42,74
3284,Female,47,44,78
3285,Male,46,47,68
3286,Female,27,91,59
3287,Male,28,94,23
3288,Male,41,23,22
3289,Female,29,86,28
3290,Female,44,82,69
3291,Male,18,101,52
3292,Male,32,70,72
3293,Female,63,59,76
3294,Female,44,90,31
3295,Male,41,78,51
3296,Male,66,119,49
3297,Male,18,85,41
3298,Female,27,64,36
3299,Female,33,29,80
3300,Male,50,45,51
3301,Female,51,22,50
3302,Female,26,54,29
3303,Male,52,84,67
3304,Male,33,60,24
3305,Female,55,87,61
3306,Female,24,69,62
3307,Female,37,49,39
3308,Female,32,62,58
3309,Male,53,72,54
3310,Male,31,64,49
3311,Female,38,64,50
3312,Male,45,40,51
3313,Female,46,49,53
3314,Female,51,119,51
3315,Female,41,92,21
3316,Male,33,21,46
3317,Female,33,15,57
3318,Female,39,62,52
3319,Female,42,84,74
3320,Male,36,46,66
3321,Male,39,87,27
3322,Male,18,62,45
3323,Male,48,56,42
3324,Male,41,80,50
3325,Female,52,46,50
3326,Female,38,53,65
3327,Female,18,78,54
3328,Female,33,59,81
3329,Male,36,110,56
3330,Female,49,78,28
3331,Male,18,77,38
3332,Male,39,59,65
3333,Male,46,83,8
3334,Female,29,52,15
3335,Female,39,67,50
3336,Male,30,36,74
3337,Female,28,87,83
3338,Male,33,68,44
3339,Male,28,112,77
3340,Female,48,123,52
3341,Female,28,80,10
3342,Female,26,62,49
3343,Female,63,35,34
3344,Female,52,84,73
3345,Female,18,66,49
3346,Female,28,74,17
3347,Female,42,105,11
3348,Female,43,38,49
3349,Female,18,36,1
3350,Male,55,54,36
3351,Female,50,82,56
3352,Male,45,75,22
3353,Male,57,37,75
3354,Female,45,80,80
3355,Male,45,29,23
3356,Female,60,38,42
3357,Female,54,57,75
3358,Male,27,46,50
3359,Male,47,83,14
3360,Female,29,68,46
3361,Male,45,106,28
3362,Male,45,54,78
3363,Male,19,57,65
3364,Female,37,92,42
3365,Female,42,58,53
3366,Female,32,99,16
3367,Male,43,74,30
3368,Female,50,15,90
3369,Female,38,91,51
3370,Male,41,84,74
3371,Female,58,85,56
3372,Female,45,15,84
3373,Female,41,43,1
3374,Male,25,45,45
3375,Male,48,38,92
3376,Male,43,106,74
3377,Male,56,60,84
3378,Female,39,59,50
3379,Male,18,75,36
3380,Female,18,75,23
3381,Male,49,15,21
3382,Male,30,43,71
3383,Female,44,23,63
3384,Male,40,71,48
3385,Female,36,52,63
3386,Male,37,60,53
3387,Male,26,15,75
3388,Female,38,52,74
3389,Female,30,89,22
3390,Male,33,97,57
3391,Male,34,79,7
3392,Female,35,25,53
3393,Female,51,93,65
3394,Female,37,79,16
3395,Male,53,57,39
3396,Female,60,15,50
3397,Male,50,85,56
3398,Male,46,45,43
3399,Female,43,69,19
3400,Male,50,62,48
3401,Male,40,100,7
3402,Male,52,57,44
3403,Male,47,60,38
3404,Female,33,102,46
3405,Female,51,43,35
3406,Male,40,81,11
3407,Female,37,55,40
3408,Female,32,34,74
3409,Female,41,60,82
3410,Male,52,78,99
3411,Female,51,96,93
3412,Female,43,99,19
3413,Male,47,52,39
3414,Male,56,34,49
3415,Male,36,52,47
3416,Female,23,29,51
3417,Male,57,54,99
3418,Female,31,51,22
3419,Male,29,79,31
3420,Female,18,15,92
3421,Male,46,41,34
3422,Female,18,41,60
3423,Female,28,91,76
3424,Male,47,31,62
3425,Male,48,66,55
3426,Male,29,57,74
3427,Female,36,87,27
3428,Female,26,76,37
3429,Male,31,63,64
3430,Male,42,45,1
3431,Male,31,15,86
3432,Female,35,67,58
3433,Female,18,74,54
3434,Female,54,19,8
3435,Male,45,28,16
3436,Male,49,67,39
3437,Female,56,69,71
3438,Male,27,34,1
3439,Female,33,45,70
3440,Male,18,15,40
3441,Male,70,96,44
3442,Female,36,26,56
3443,Female,53,74,57
3444,Female,21,59,31
3445,Male,52,94,66
3446,Male,64,39,1
3447,Female,38,62,38
3448,Female,24,15,54
3449,Female,36,15,41
3450,Male,18,76,3
3451,Female,38,15,69
3452,Female,50,54,17
3453,Female,38,87,48
3454,Female,34,80,54
3455,Male,46,43,50
3456,Female,47,18,80
3457,Female,18,73,48
3458,Female,40,95,61
3459,Female,70,43,48
3460,Female,20,39,66
3461,Female,37,46,86
3462,Male,65,75,53
3463,Male,54,92,70
3464,Male,31,28,87
3465,Male,41,21,85
3466,Male,38,122,40
3467,Male,28,55,76
3468,Male,37,67,56
3469,Male,34,42,79
3470,Male,40,73,64
3471,Male,28,85,57
3472,Female,21,68,61
3473,Female,38,106,56
3474,Male,62,51,57
3475,Female,39,53,46
3476,Female,34,66,43
3477,Male,49,72,95
3478,Female,36,66,62
3479,Female,64,26,35
3480,Female,38,68,43
3481,Male,48,50,77
3482,Female,28,45,31
3483,Male,45,61,11
3484,Female,42,35,13
3485,Female,38,30,5
3486,Female,31,15,16
3487,Female,29,106,19
3488,Male,42,75,85
3489,Female,47,57,49
3490,Female,37,43,40
3491,Male,42,15,12
3492,Female,38,41,46
3493,Male,40,79,5
3494,Male,36,85,40
3495,Female,39,77,99
3496,Male,70,64,67
3497,Female,43,94,44
3498,Male,47,51,68
3499,Male,44,89,36
3500,Female,35,50,29
3501,Male,56,37,94
3502,Female,34,34,20
3503,Female,53,32,41
3504,Female,34,77,58
3505,Female,25,41,26
3506,Female,43,33,67
3507,Male,23,79,42
3508,Female,46,69,67
3509,Male,22,85,65
3510,Female,34,74,43
3511,Female,18,40,94
3512,Female,70,62,33
3513,Female,18,63,85
3514,Female,38,36,80
3515,Female,54,31,95
3516,Female,53,42,54
3517,Male,50,114,29
3518,Male,34,49,99
3519,Male,57,92,41
3520,Female,51,48,29
3521,Male,41,83,45
3522,Male,42,84,24
3523,Male,34,85,63
3524,Female,26,70,34
3525,Female,56,96,42
3526,Male,57,70,75
3527,Male,26,105,66
3528,Male,36,18,50
3529,Male,36,69,54
3530,Male,38,68,50
3531,Female,39,35,39
3532,Female,52,75,50
3533,Male,28,21,62
3534,Male,27,43,46
3535,Male,56,15,61
3536,Male,32,101,28
3537,Male,21,54,34
3538,Male,32,117,31
3539,Male,34,81,35
3540,Female,60,72,83
3541,Female,51,45,68
3542,Female,54,33,22
3543,Male,50,74,61
3544,Female,52,58,40
3545,Female,29,25,32
3546,Male,36,20,11
3547,Male,25,35,75
3548,Female,35,108,14
3549,Male,48,118,48
3550,Male,40,65,25
3551,Female,57,64,70
3552,Female,22,51,41
3553,Male,45,36,46
3554,Female,21,96,47
3555,Female,40,109,58
3556,Male,49,37,50
3557,Female,35,58,49
3558,Male,46,48,36
3559,Male,25,49,9
3560,Female,18,91,21
3561,Male,46,26,68
3562,Male,63,72,42
3563,Male,24,79,33
3564,Female,55,56,13
3565,Female,39,84,5
3566,Male,20,64,32
3567,Female,23,92,73
3568,Male,39,20,35
3569,Female,33,51,60
3570,Male,20,58,34
